,index,case,label,text
1115,483,409,0,XYZ Sah einen Freund mit der sie gestritten hatteseit langem zum ersten Mal.
1116,484,409,0,XYZ War nicht erfreut dass der Bus ausfiel
1117,485,409,0,XYZ Wurde fotografiert ohne vorherige Zustimmung
1118,486,413,1,XYZ bewahrte mich vor einem tristen Leben indem ihr Heiterkeit mich tagtäglich von neuem begeisterte.
1119,487,413,1,XYZ war mir in schweren Zeiten ein Fels in der Brandung.
1120,488,413,1,XYZ ist eine Frohnatur.
1121,489,413,1,XYZ brachte mich stets zum Lachen.
1122,490,413,1,XYZ ist immer ein willkommener Gast für gesellige Runden.
1123,491,413,1,XYZ braucht durch ihr außerordentlich ausgeprägtes Durchhaltevermögen.
1124,492,413,1,XYZ ließ mich stets ruhig schlafen.
1125,493,413,1,XYZ bringt eine humorvolle Art in jede Gruppe mit ein in der sie auftaucht.
1126,494,413,1,XYZ hat ein bezauberndes Lächeln.
1127,495,413,1,XYZ versteht es mit ihrem Sachverstand die Welt zu erklären.
1128,496,416,0,XYZ denkt über das Leben
1129,497,416,0,XYZ Spielt
1130,498,416,0,XYZ Überlegt die nächste Strategie
1131,499,416,0,XYZ Wartet
1132,500,416,0,XYZ Macht den Vortrag
1133,501,416,0,XYZ Macht etwas
1134,502,416,0,XYZ Ist ein Vater
1135,503,416,0,XYZ Liebt ein öffentliches Leben
1136,504,416,0,XYZ Hat einen enormen Einfluss
1137,505,416,0,XYZ Überlegt
1138,506,423,0,XYZ blickt lächelnd nach unten
1139,507,423,0,XYZ ist im Profil fotografiert worden
1140,508,423,0,XYZ wird von der Sonne angestrahlt
1141,509,423,0,XYZ lacht verschmitzt
1142,510,423,0,XYZ liest ein Buch
1143,511,423,0,XYZ genießt einen Espresso
1144,512,423,0,XYZ wurde nicht scharf getroffen
1145,513,423,0,XYZ singt oder spricht angeregt
1146,514,423,0,XYZ blickt konzentriert
1147,515,423,0,XYZ blickt fokussiert in die Kamera
1148,516,428,0,XYZ Ist sehr traurig angesichts der Erfahrungen mit der Armut.
1149,517,428,0,XYZ findet sich schrecklich cool.
1150,518,428,0,XYZ ist ein chinesischer Arbeiter aus der Provinz Wuhan.
1151,519,428,0,XYZ ist der Diktator Kim Jong Un.
1152,520,428,0,XYZ hat immer gute Laune.
1153,521,428,0,XYZ ist ein Dudelsackspieler.
1154,522,428,0,XYZ arbeitet als Sekretärin.
1155,523,428,0,XYZ ist müde und erschöpft.
1156,524,428,0,XYZ folgt dem Kurs der kommunistischen Partei.
1157,525,428,0,XYZ sieht sehr skeptisch aus.
